brand,phonename,cpu,charging,waterproof,screen,characteristic,phonehref,img_url
['一加'],['一加Ace 2 Pro'],['骁龙8 Gen2'],['120-150W'],['IPX4'],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，光学防抖拍照'],https://item.jd.com/100060368518.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=9f2903f559b0422f9cfcc226d724b621,https://img13.360buyimg.com/n1/s450x450_jfs/t1/206054/18/36509/78792/6539e952F53ca363b/f80846d3baef37f1.jpg
['vivo'],['iQOO 11S'],['骁龙8 Gen2'],['151-200W'],['生活防水'],['OLED直屏'],['E6材质，屏幕指纹，屏幕高刷新率，NFC'],https://item.jd.com/100055626080.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=0baf7360c6524de798acff7ee18f3dfe,https://img10.360buyimg.com/n1/s450x450_jfs/t1/114413/19/42450/104973/65351d12F2eff9076/c1a4abdf016fd795.jpg
['努比亚（nubia）'],['红魔8S Pro'],['骁龙8 Gen2 领先版'],['80-119W'],['生活防水'],['OLED直屏'],['屏幕高刷新率'],https://item.jd.com/100061689359.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=07653cdf5fd5420d83977fc4d31de4e9,https://img14.360buyimg.com/n1/s450x450_jfs/t1/226650/24/693/103366/6535c0e3F746337b9/e639f719a83731f2.jpg
['vivo'],['iQOO 11 Pro'],['骁龙8 Gen2'],['151-200W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100048172505.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=224ed9472172492dbbc2a8bd724ebeaa,https://img10.360buyimg.com/n1/s450x450_jfs/t1/177673/39/40683/76925/6536319bF518e0feb/b4d909c9277322dd.jpg
['vivo'],['vivo X90 Pro+'],['骁龙8 Gen2'],['80-119W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/10066163292555.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=35a555682667495b94209554b3981154,https://img10.360buyimg.com/n1/s450x450_jfs/t1/194495/23/40561/105743/653795a2F52022700/716364ddf70e6933.jpg
['真我（realme）'],['realme GT5'],['骁龙8 Gen2'],['240W'],['生活防水'],['OLED直屏'],未知,https://item.jd.com/100065762621.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=3687412abfce40bb80b501bdbfc27f3a,https://img11.360buyimg.com/n1/s450x450_jfs/t1/228028/22/563/54638/6532af4cFf55e3537/f033fb6d754df169.jpg
['OPPO'],['OPPO Find X6 Pro'],['骁龙8 Gen2'],['80-119W'],['IP68'],['OLED曲面屏'],['LTPO屏幕，E6材质，屏幕指纹，屏幕高刷新率，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，无线充电，NFC，红外遥控'],https://item.jd.com/100054574041.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=95c24bc88d31416f88caa6ca5627c94c,https://img11.360buyimg.com/n1/s450x450_jfs/t1/189039/6/40696/73945/653650e0Fc7003bbf/eb9f869d8e595deb.jpg
['一加'],['一加手机11'],['骁龙8 Gen2'],['80-119W'],['IPX4'],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，NFC'],https://item.jd.com/100040195622.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=f5e3c43e53914260aa77b3ebb2f5122b,https://img12.360buyimg.com/n1/s450x450_jfs/t1/113213/21/45444/60957/65354937Fb6bace10/705c71e07276a066.jpg
['小米（MI）'],['小米13 Ultra'],['骁龙8 Gen2'],['80-119W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100056974405.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=c51759de247141d094fa1742c6199506,https://img10.360buyimg.com/n1/s450x450_jfs/t1/78873/16/25462/106471/6530b794Fa694582d/f1481cf9ffce746e.jpg
['vivo'],['iQOO Neo8 Pro'],['天玑9200+'],['120-150W'],['IP53'],['OLED直屏'],['屏幕指纹，屏幕高刷新率，光学防抖拍照，NFC'],https://item.jd.com/100051092840.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=76451e08e3594a6c80d13d23a8a73f7c,https://img10.360buyimg.com/n1/s450x450_jfs/t1/236925/20/585/77231/65379955F334c5de0/2d8207fa9a976fa5.jpg
['小米（MI）'],['小米13'],['骁龙8 Gen2'],['50-79W'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100049486743.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=5c7389d05a804db0959bb513460c5b1f,https://img13.360buyimg.com/n1/s450x450_jfs/t1/102740/9/37262/80065/6530ab8eF8102a676/b15380d47c841abd.jpg
['小米（MI）'],['Redmi K60 Pro'],['骁龙8 Gen2'],['120-150W'],['IP53'],['OLED直屏'],未知,https://item.jd.com/100041239042.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=bbf450741d1247779068206b8645a95c,https://img12.360buyimg.com/n1/s450x450_jfs/t1/216803/15/32521/58141/648eeff0F7c282c31/d831d8b9818c96b1.jpg
['vivo'],['vivo X90s'],['天玑9200+'],['120-150W'],['不支持防水'],['未上市'],未知,https://item.jd.com/100064056488.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=5842ef87cc7547eeb790d72538a815da,https://img13.360buyimg.com/n1/s450x450_jfs/t1/118860/21/41722/107750/6502dc40F4500cf8e/dfabd120fd3fc93d.jpg
['小米（MI）'],['小米MIX Fold 3'],['骁龙8 Gen2 领先版'],['50-79W'],['生活防水'],['OLED折叠屏'],未知,https://item.jd.com/100061802376.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=ed1c2e8cee024c05b15e7c087a1e2942,https://img11.360buyimg.com/n1/s450x450_jfs/t1/225595/23/237/107648/6530d7f5F01fb24f5/46d39de7a5f4b2d5.jpg
['努比亚（nubia）'],['努比亚Z50 Ultra'],['骁龙8 Gen2'],['80-119W'],['生活防水'],['OLED直屏'],未知,https://item.jd.com/100045180344.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=1969035f5acd4b97ab06fc88466499b2,https://img14.360buyimg.com/n1/s450x450_jfs/t1/189370/6/37455/97922/6502aef9F47dd1f45/915d80cb46890cd2.jpg
['努比亚（nubia）'],['努比亚Z50'],['骁龙8 Gen2'],['80-119W'],['生活防水'],['OLED曲面屏'],未知,https://item.jd.com/100040572220.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=3e557472d1a843cdbbefbf2a70ba42bf,https://img10.360buyimg.com/n1/s450x450_jfs/t1/163887/1/38600/48602/6520af4fF0ef978a0/f4816fe1ce39536d.jpg
['小米（MI）'],['小米13 Pro'],['骁龙8 Gen2'],['120-150W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100049486749.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=63d3d0678746418bb37fba90e12d1bee,https://img14.360buyimg.com/n1/s450x450_jfs/t1/101875/16/31999/17274/6395a937E971b313b/f6f90b0c74a6acb7.jpg
['小米（MI）'],['Redmi K60 至尊版'],['天玑9200+'],['120-150W'],['IP68'],['OLED直屏'],['屏幕指纹，高频PWM调光，NFC，红外遥控'],https://item.jd.com/100061869632.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=cac0f0561755407a92cc979b75490456,https://img12.360buyimg.com/n1/s450x450_jfs/t1/226231/26/855/67436/65369bfbF5e78e793/77fddcef28504848.jpg
['三星（SAMSUNG）'],['三星Galaxy S23 Ultra'],['骁龙8 Gen2'],['以官网信息为准'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100042368208.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=43c0a74135ea4bb296f4a989b1dd3c40,https://img13.360buyimg.com/n1/s450x450_jfs/t1/236219/19/825/59035/653a8eb9Fcdb5b766/1e7dd972ced548c6.jpg
['vivo'],['vivo X90'],['天玑9200'],['120-150W'],['生活防水'],['OLED曲面屏'],未知,https://item.jd.com/100043413802.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=5356a4fbb8a143448814c4ca704df3df,https://img12.360buyimg.com/n1/s450x450_jfs/t1/163821/22/39474/115821/65186acbF82af2dd7/b60ded683fc184a4.jpg
['OPPO'],['OPPO Find X6'],['天玑9200'],['80-119W'],['IPX4'],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，NFC，红外遥控'],https://item.jd.com/100046131136.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=29643571c56d4aa48c3dd5c5fdba2f70,https://img11.360buyimg.com/n1/s450x450_jfs/t1/233594/5/535/67487/65364fe2Ff1bbce60/7504fc13bf4069df.jpg
['三星（SAMSUNG）'],['三星Galaxy S23'],['骁龙8 Gen2'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100042368194.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=2e0d691cb6bb48fd8786b51977e94dbe,https://img14.360buyimg.com/n1/s450x450_jfs/t1/196705/28/41261/53451/653652fdFdbbe0c13/1e2978eb0efd3ea6.jpg
['三星（SAMSUNG）'],['三星Galaxy Z Fold5'],['骁龙8 Gen2 领先版'],['25W及以下'],['IPX8'],['OLED折叠屏'],未知,https://item.jd.com/100062873921.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=474a3ca1ba4c4382950c6f6af115f17e,https://img11.360buyimg.com/n1/s450x450_jfs/t1/192333/28/40303/72285/65365500F3009e82d/09993feabf887b1b.jpg
['荣耀（HONOR）'],['荣耀Magic5 Pro'],['骁龙8 Gen2'],['50-79W'],['IP68'],['OLED曲面屏'],['LTPO屏幕，屏幕指纹，屏幕高刷新率，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，NFC，红外遥控，大底主摄'],https://item.jd.com/100053888577.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=c2ebf912db2643c3a52f70e40430a514,https://img12.360buyimg.com/n1/s450x450_jfs/t1/207697/31/29930/66732/63fc3a82Fc2e3ec9f/35a40a693b34e11d.jpg
['荣耀（HONOR）'],['荣耀Magic5 至臻版'],['骁龙8 Gen2'],['50-79W'],['IP68'],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，5G，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，NFC，红外遥控，大底主摄，VC散热'],https://item.jd.com/100054077501.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=bdabcca1798a41a69e039ae956f41692,https://img11.360buyimg.com/n1/s450x450_jfs/t1/95380/33/36720/54962/6401dd6cF3d665f53/e1e019d060de896a.jpg
['OPPO'],['OPPO Reno10 Pro+ 5G'],['骁龙8+ Gen1'],['80-119W'],['IPX4'],['OLED曲面屏'],未知,https://item.jd.com/100052125032.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=5d8f8e10c01b4e24a91c691cc0a2dec7,https://img12.360buyimg.com/n1/s450x450_jfs/t1/159338/12/40363/76225/6534c0c1F71f3b416/1e47fd846fe99a7b.jpg
['一加'],['一加Ace 2'],['骁龙8+ Gen1'],['80-119W'],['IPX4'],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，防水防尘，NFC，红外遥控，大底主摄'],https://item.jd.com/100042508892.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=d89bb72ce9424ce4a5edb7621e5034db,https://img12.360buyimg.com/n1/s450x450_jfs/t1/238383/4/593/76498/6539e944Fde6d0ffb/93f9cb872d8d9649.jpg
['vivo'],['iQOO Neo7 竞速版'],['骁龙8+ Gen1'],['120-150W'],['不支持防水'],['OLED直屏'],['屏幕指纹，5G，NFC'],https://item.jd.com/100041077374.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=c352714f62624d15b1bf3ce6599f4673,https://img14.360buyimg.com/n1/s450x450_jfs/t1/182564/18/31597/73472/63ad0c92F02c74b62/c60b1231a7c021c0.jpg
['荣耀（HONOR）'],['荣耀Magic V2'],['骁龙8 Gen2 领先版'],['50-79W'],[],['OLED折叠屏'],未知,https://item.jd.com/100058376972.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=7c0d125315ea4dcbac1bcc81115d8b1b,https://img12.360buyimg.com/n1/s450x450_jfs/t1/195072/2/40783/79616/6538eb1dFaaf30f88/811f1b15bc1a66f2.jpg
['联想（Lenovo）'],['拯救者平板Y700 2023'],[],[],[],[],未知,https://item.jd.com/100063189475.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=7af0ee0937cb4500a9ebb0f7eb988681,https://img10.360buyimg.com/n1/s450x450_jfs/t1/216439/2/35699/69499/64b89782Fc64fee20/7239404eb7de02fa.jpg
['OPPO'],['OPPO Reno9 Pro+ 5G'],['骁龙8+ Gen1'],['80-119W'],['生活防水'],['OLED曲面屏'],['屏幕指纹，NFC'],https://item.jd.com/100047126821.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=23a25496b7724b19a792df1443f28dc1,https://img11.360buyimg.com/n1/s450x450_jfs/t1/97032/34/33664/54617/637ecd14Ebde3126c/b17f81ac4dd63d16.jpg
['vivo'],['iQOO 10 Pro'],['骁龙8 Gen2'],['151-200W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100048172505.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=75ca1c084d1c414687eece382f645f70,https://img10.360buyimg.com/n1/s450x450_jfs/t1/177673/39/40683/76925/6536319bF518e0feb/b4d909c9277322dd.jpg
['一加'],['一加Ace Pro'],['骁龙8+ Gen1'],['120-150W'],['IPX4'],['OLED直屏'],['屏幕指纹，5G，屏幕高刷新率，防水防尘，NFC'],https://item.jd.com/100044619380.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=e89a9ce3dc734be2b40989fd06413592,https://img10.360buyimg.com/n1/s450x450_jfs/t1/142857/21/28692/264660/62ecd193E577fc9fd/c3c38aab8d35e5db.jpg
['小米（MI）'],['小米12S Pro'],['骁龙8+ Gen1'],['120-150W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100027789697.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=e006cae9996841d38634b5dd97919642,https://img12.360buyimg.com/n1/s450x450_jfs/t1/19237/15/17515/125075/62c2b412E8a402019/827e073c69bf4016.jpg
['小米（MI）'],['Redmi K60'],['天玑9200+'],['120-150W'],['IP68'],['OLED直屏'],['屏幕指纹，高频PWM调光，NFC，红外遥控'],https://item.jd.com/100061869632.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=65066c201bdf4b778368f2a6768ae200,https://img12.360buyimg.com/n1/s450x450_jfs/t1/226231/26/855/67436/65369bfbF5e78e793/77fddcef28504848.jpg
['vivo'],['iQOO 10'],['骁龙8+ Gen1'],['120-150W'],['不支持防水'],['OLED直屏'],未知,https://item.jd.com/100041401632.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=6831c15158d94ea9979f208bfdf2501a,https://img12.360buyimg.com/n1/s450x450_jfs/t1/41122/34/22314/60499/63a56e05E7bb58f8d/b72d5341ab1fa4d0.jpg
['vivo'],['iQOO Neo8'],['骁龙8+ Gen1'],['120-150W'],['IP53'],['OLED直屏'],['屏幕指纹，屏幕高刷新率，光学防抖拍照，NFC'],https://item.jd.com/100051092880.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=4f443b5656a54651ae08b51ff8ffa417,https://img10.360buyimg.com/n1/s450x450_jfs/t1/181882/33/38903/75470/65378ca7F6e64c45d/321b9d4f3bf040a3.jpg
['联想（Lenovo）'],['拯救者Y70'],['骁龙8+ Gen1'],['50-79W'],['不支持防水'],['OLED直屏'],['屏幕高刷新率，5G，NFC'],https://item.jd.com/100034120757.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=76498294b06d48ccb058720e27da5689,https://img12.360buyimg.com/n1/s450x450_jfs/t1/121864/11/25347/76990/62fdb215Ef80ac210/075088e7a2c86a28.jpg
['小米（MI）'],['Redmi K50 至尊版'],['骁龙8+ Gen1'],['以官网信息为准'],['生活防水'],['OLED直屏'],未知,https://item.jd.com/100033901449.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=ecb3fd8938f14db0a50f3aa47793b005,https://img14.360buyimg.com/n1/s450x450_jfs/t1/1912/4/20246/27513/62f4ff90E02ce0a17/bd58e664eaca1f01.jpg
['真我（realme）'],['realme GT Neo5'],['骁龙8+ Gen1'],['120-150W'],['生活防水'],['OLED直屏'],未知,https://item.jd.com/100052502353.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=3baf71fa075e4810be94945c2b160b49,https://img13.360buyimg.com/n1/s450x450_jfs/t1/187731/25/40426/48204/6532b1bdF19d434e9/583cd5045e350deb.jpg
['小米（MI）'],['小米平板6 Pro'],[],[],[],[],未知,https://item.jd.com/100050512144.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=594bb39349ac4dbdab6274597251b9e9,https://img14.360buyimg.com/n1/s450x450_jfs/t1/97423/37/45043/77783/65228230F599d88f6/fa402d1086f724b3.jpg
['小米（MI）'],['小米12S Ultra'],['骁龙8+ Gen1'],['50-79W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100027789747.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=9e3dee2f567b4cd89f1fb9dd804760bb,https://img12.360buyimg.com/n1/s450x450_jfs/t1/162046/19/33972/51038/63bbc0cdF9ea739d6/4d8d3e8e2dfe5451.jpg
['华为（HUAWEI）'],['华为P60 Art'],['骁龙8系列 4G'],['80-119W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100054651265.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=5a81422e814647689a5b35bc5852e4bf,https://img10.360buyimg.com/n1/s450x450_jfs/t1/194987/27/39458/90422/6535f88aF6b70584a/ffbc5288ff574d04.jpg
['荣耀（HONOR）'],['荣耀Magic5'],['骁龙8 Gen2'],['50-79W'],[],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，高倍率变焦，NFC，红外遥控，大底主摄'],https://item.jd.com/100045099822.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=f97953848aa74e32ab08a9f3fccc069a,https://img12.360buyimg.com/n1/s450x450_jfs/t1/222936/18/29616/89711/6538cf36F8e6b0397/9c40b4aa67d34c2e.jpg
['华为（HUAWEI）'],['华为P60 Pro'],['骁龙8系列 4G'],['80-119W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100046247596.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=ca8f18fce310409597dbecf6b7ea88e6,https://img11.360buyimg.com/n1/s450x450_jfs/t1/109444/23/25656/100055/6535f6bbF71706cb9/30c1d38e2065d0f4.jpg
['vivo'],['iQOO 9'],['骁龙8 Gen2'],['151-200W'],['生活防水'],['OLED直屏'],['E6材质，屏幕指纹，屏幕高刷新率，NFC'],https://item.jd.com/100055626080.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=257258d75af64a43b9c414d43536a3bf,https://img10.360buyimg.com/n1/s450x450_jfs/t1/114413/19/42450/104973/65351d12F2eff9076/c1a4abdf016fd795.jpg
['vivo'],['iQOO 9 Pro'],['骁龙8 Gen2'],['151-200W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100048172505.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=fff66aef85b5400cb0f0ac05338e08cf,https://img10.360buyimg.com/n1/s450x450_jfs/t1/177673/39/40683/76925/6536319bF518e0feb/b4d909c9277322dd.jpg
['华为（HUAWEI）'],['华为Mate 50 Pro'],['未公布'],['50-79W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100037199895.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=a0fd4668046a4375af1c2f710a36f3f8,https://img10.360buyimg.com/n1/s450x450_jfs/t1/237367/30/347/105530/6534d34eF59c0cef4/61a98319a63d412a.jpg
['vivo'],['iQOO Neo6'],['骁龙8 Gen1'],['80-119W'],['不支持防水'],['OLED直屏'],['屏幕指纹，5G，屏幕高刷新率'],https://item.jd.com/100020571745.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=9cc56aa131c944e9a5de24637c777dc5,https://img10.360buyimg.com/n1/s450x450_jfs/t1/91886/33/21791/325095/628f64bfE5205c820/dd4f3d1927be9fb5.jpg
['华为（HUAWEI）'],['华为P60'],['骁龙8系列 4G'],['50-79W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100054651297.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=a1bcace9d98741238ebbd908d1c61c60,https://img12.360buyimg.com/n1/s450x450_jfs/t1/227219/18/761/99812/6535f583F8a317452/5b56f557c8e63cf6.jpg
['小米（MI）'],['Redmi K50 电竞版'],[],[],[],[],未知,https://item.jd.com/100023660915.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=e770a4292b5d41a48c8b7a6ebb869c66,https://img10.360buyimg.com/n1/s450x450_jfs/t1/37699/15/17992/61870/6295efffE701909c3/d0ae064b88cbbf54.jpg
['小米（MI）'],['小米12 Pro'],[],[],[],[],未知,https://item.jd.com/100019697937.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=f6f017e7920548c68d66ebe693f8942b,https://img12.360buyimg.com/n1/s450x450_jfs/t1/137911/5/26128/134455/61cb210aEc6aa040a/a6f7a47fdf827e1a.jpg
['真我（realme）'],['realme GT Neo5 SE'],['骁龙7+ Gen2'],['80-119W'],['生活防水'],['OLED直屏'],未知,https://item.jd.com/100055829051.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=239bd145c0ef4f0eba23abfa2f0eeafe,https://img11.360buyimg.com/n1/s450x450_jfs/t1/185365/12/40155/66772/6532b3d6F6bd3e917/e3fee62f4e3e6839.jpg
['小米（MI）'],['Redmi Note 12 Turbo'],['骁龙7+ Gen2'],['50-79W'],['IP53'],['OLED直屏'],未知,https://item.jd.com/100047302022.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=155cc984de2e4d2aac20f5eaea3eee5b,https://img12.360buyimg.com/n1/s450x450_jfs/t1/234331/29/521/72466/65363fedFbe029148/713767d0d8636cd2.jpg
['vivo'],['iQOO Neo7'],['天玑8200'],['120-150W'],['不支持防水'],['OLED直屏'],未知,https://item.jd.com/100048172463.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=865bb6c39e0f476cba42a4558efcfe76,https://img13.360buyimg.com/n1/s450x450_jfs/t1/229348/22/512/68149/6535e8a4Fdb19caa6/2a0212711687a653.jpg
['vivo'],['vivo X80'],['天玑9000'],['80-119W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100037815830.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=bd759c9c431a48b09c28df954da57fe2,https://img10.360buyimg.com/n1/s450x450_jfs/t1/30289/4/18325/44407/6357e68aEae631c7c/1400509479043da2.jpg
['一加'],['一加Ace 2V'],['天玑9000'],['80-119W'],['IPX4'],['OLED直屏'],['屏幕指纹，屏幕高刷新率，防水防尘，NFC，红外遥控，大底主摄'],https://item.jd.com/100053251673.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=f6a4d0e7c17c48fbb2069e808c4e8da9,https://img13.360buyimg.com/n1/s450x450_jfs/t1/132090/4/40594/66657/6537b33dF71348a38/0faf0c97ea78c691.jpg
